"gene","log2FoldChange","AveExpr","t","P.Value","padj","B","negLog10P","gene_symbol","sig","direction"
"ENSG00000183718",0.422576699773727,2.58962481446891,1.64640203383708,0.102585935774496,0.343492307790766,-4.74905284286518,0.464082984139888,"TRIM52",FALSE,"NotSignificant"
"ENSG00000166135",-0.285218372528188,3.33096870509762,-1.64634934524932,0.10259679862569,0.343492307790766,-4.90148698486678,0.464082984139888,"HIF1AN",FALSE,"NotSignificant"
"ENSG00000124523",-0.443666769250641,3.16809671183138,-1.64622154993708,0.10262315014879,0.343498039909792,-4.89318297608168,0.46407573679596,"SIRT5",FALSE,"NotSignificant"
"ENSG00000270149",0.786417022924686,2.45141924616471,1.64585160486439,0.102699463974488,0.343670961898304,-4.70152598176231,0.46385716154941,"AL591806.4",FALSE,"NotSignificant"
"ENSG00000271947",0.940117134273597,1.64790460966314,1.64542319339549,0.102787895678073,0.343884342128154,-4.54519027107525,0.463587598188314,"AC017076.1",FALSE,"NotSignificant"
"ENSG00000023608",0.421985484336343,3.33951707444913,1.64528124019773,0.102817210869629,0.343899888851605,-4.87919261977123,0.463567964541878,"SNAPC1",FALSE,"NotSignificant"
"ENSG00000281392",-0.5720084476134,2.9456037766218,-1.64501231443229,0.102872766042163,0.344003173757207,-4.8743169647752,0.463437550629389,"AC107204.1",FALSE,"NotSignificant"
"ENSG00000069493",0.418806684353202,4.11877803838025,1.64448711025215,0.102981333472745,0.344257849328847,-4.98416975955668,0.463116148728725,"CLEC2D",FALSE,"NotSignificant"
"ENSG00000242759",-0.595086478361994,4.09636603014352,-1.64436555069535,0.103006474782711,0.344257849328847,-5.02108457737529,0.463116148728725,"LINC00882",FALSE,"NotSignificant"
"ENSG00000273729",0.45052091416867,1.79126697372722,1.64419387991903,0.103041988673788,0.344257849328847,-4.61922004819641,0.463116148728725,"AC007686.3",FALSE,"NotSignificant"
"ENSG00000075785",0.249435617624298,8.04944331233034,1.64394287482542,0.103093932389114,0.344257849328847,-5.10083059994333,0.463116148728725,"RAB7A",FALSE,"NotSignificant"
"ENSG00000185127",0.29804627514044,2.80609079130731,1.64387841036632,0.103107276256098,0.344257849328847,-4.79822408627625,0.463116148728725,"C6orf120",FALSE,"NotSignificant"
"ENSG00000164904",-0.384673023516847,3.89650339188295,-1.64385527846855,0.103112064799339,0.344257849328847,-4.99248096607071,0.463116148728725,"ALDH7A1",FALSE,"NotSignificant"
"ENSG00000136144",0.337290009995262,3.45773599423589,1.64380833496755,0.10312178314305,0.344257849328847,-4.89722536521178,0.463116148728725,"RCBTB1",FALSE,"NotSignificant"
"ENSG00000267571",0.8134695369124,1.05722003784487,1.6433619196044,0.103214237909336,0.344484005433097,-4.51150116220767,0.462830937801073,"AC104532.2",FALSE,"NotSignificant"
"ENSG00000111752",0.348331113042693,4.20920568489832,1.6432204741083,0.103243545887434,0.344499347347226,-5.00580343894127,0.462811596524909,"PHC1",FALSE,"NotSignificant"
"ENSG00000135678",-0.381161686017823,5.02969843286099,-1.64299073155973,0.103291163605984,0.344553606578141,-5.09136241331501,0.462743199794315,"CPM",FALSE,"NotSignificant"
"ENSG00000167733",-0.560187929726387,1.60840290347866,-1.64284817982549,0.103320718570432,0.344553606578141,-4.64124020641599,0.462743199794315,"HSD11B1L",FALSE,"NotSignificant"
"ENSG00000139865",-0.686349248723689,2.38611541412282,-1.64272745458624,0.103345753622093,0.344553606578141,-4.77898987125061,0.462743199794315,"TTC6",FALSE,"NotSignificant"
"ENSG00000156711",-0.394813984434655,5.56427033307769,-1.64266519018803,0.103358667434889,0.344553606578141,-5.13264622312846,0.462743199794315,"MAPK13",FALSE,"NotSignificant"
"ENSG00000230651",-0.782758967898091,6.74919490036782,-1.64208612121341,0.103478830289797,0.344871712424113,-5.12905390044118,0.462342426513837,"RGPD4-AS1",FALSE,"NotSignificant"
"ENSG00000167632",-0.280532301835724,4.28894454897123,-1.6418602182121,0.103525738037931,0.344945581736805,-5.03091856151502,0.462249413377523,"TRAPPC9",FALSE,"NotSignificant"
"ENSG00000134283",-0.319722198080923,4.51789508265608,-1.64150506396212,0.103599518876782,0.345108934925022,-5.05988424994126,0.462043796609988,"PPHLN1",FALSE,"NotSignificant"
"ENSG00000183576",0.194233093742826,4.59945562110259,1.64129654101436,0.103642857816094,0.345170826759238,-5.05582986477963,0.461965917223574,"SETD3",FALSE,"NotSignificant"
"ENSG00000241772",0.700950668521285,1.93425851145178,1.64101902370515,0.103700559046636,0.345189974280377,-4.61864424489484,0.46194182645028,"AC092620.1",FALSE,"NotSignificant"
"ENSG00000257727",-0.393313354074462,4.41313103713271,-1.64095976252461,0.103712883948611,0.345189974280377,-5.04794945992888,0.46194182645028,"CNPY2",FALSE,"NotSignificant"
"ENSG00000068654",-0.415238930557588,2.76571080922867,-1.64091165761839,0.103722889481422,0.345189974280377,-4.83267962944816,0.46194182645028,"POLR1A",FALSE,"NotSignificant"
"ENSG00000106089",-0.533005699098201,3.58717785905229,-1.64023899241751,0.103862881314338,0.345573371933934,-4.95240280725173,0.461459729351974,"STX1A",FALSE,"NotSignificant"
"ENSG00000082996",0.335605064605865,7.67705300389717,1.63995244273029,0.103922562867727,0.34564023415501,-5.12102566958117,0.461375709322577,"RNF13",FALSE,"NotSignificant"
"ENSG00000135749",-0.521409434750531,3.33411078459447,-1.63988562533591,0.103936483329297,0.34564023415501,-4.92356713992123,0.461375709322577,"PCNX2",FALSE,"NotSignificant"
"ENSG00000170485",-0.63222968551451,1.84058621743557,-1.63978545063059,0.10395735613026,0.34564023415501,-4.68857908511985,0.461375709322577,"NPAS2",FALSE,"NotSignificant"
"ENSG00000262265",-0.592885522152282,2.27114987112198,-1.63934388681454,0.104049402378301,0.34578798881887,-4.76179664975284,0.461190096314503,"AC002558.3",FALSE,"NotSignificant"
"ENSG00000163811",-0.400784748808971,3.53938782314103,-1.63933429160436,0.104051403277753,0.34578798881887,-4.94846293129757,0.461190096314503,"WDR43",FALSE,"NotSignificant"
"ENSG00000137821",-0.559400474769365,2.36785048200675,-1.6390041396633,0.104120269098147,0.345934383102303,-4.7865382032342,0.461006270453126,"LRRC49",FALSE,"NotSignificant"
"ENSG00000105229",0.37420848773896,4.27827162434157,1.63862838019817,0.104198692777056,0.346112455564675,-5.01776787003091,0.460782771449379,"PIAS4",FALSE,"NotSignificant"
"ENSG00000149743",-0.404740341597425,3.27687823823984,-1.63835703218782,0.104255354617717,0.346218175018007,-4.9183721942784,0.460650137203426,"TRPT1",FALSE,"NotSignificant"
"ENSG00000139926",-0.663108350058696,1.75672780928836,-1.63805307933879,0.104318854338358,0.346299691627944,-4.68225110595485,0.460547895179797,"FRMD6",FALSE,"NotSignificant"
"ENSG00000155957",0.277853952256483,7.04430488121472,1.63800174342099,0.104329582156041,0.346299691627944,-5.14242382667763,0.460547895179797,"TMBIM4",FALSE,"NotSignificant"
"ENSG00000197860",0.400818073873314,4.69054135541613,1.63780070109367,0.104371603115014,0.346356705314547,-5.057709134347,0.46047640019426,"SGTB",FALSE,"NotSignificant"
"ENSG00000106701",-0.337473758625855,2.44697694012449,-1.63736909775078,0.104461860933387,0.346566600380891,-4.78235647620763,0.460213293812557,"FSD1L",FALSE,"NotSignificant"
"ENSG00000083444",-0.291820832344406,4.475713409112,-1.6372176434707,0.104493548270666,0.346566600380891,-5.06231704993118,0.460213293812557,"PLOD1",FALSE,"NotSignificant"
"ENSG00000168090",-0.313114274432058,4.03269610114515,-1.63714173997227,0.104509431748172,0.346566600380891,-5.00918890703872,0.460213293812557,"COPS6",FALSE,"NotSignificant"
"ENSG00000153187",0.19749259797005,7.22738597735879,1.63698012862803,0.104543256825424,0.346596324233825,-5.13831185773525,0.460176047431194,"HNRNPU",FALSE,"NotSignificant"
"ENSG00000118242",-0.350540431434609,2.30613784747392,-1.63622548222261,0.104701320185451,0.34703782803266,-4.76748615271739,0.459623183392303,"MREG",FALSE,"NotSignificant"
"ENSG00000100852",-0.320450027950586,3.25352042514949,-1.63594750196356,0.104759592598912,0.347055991317059,-4.9093968015299,0.459600453859293,"ARHGAP5",FALSE,"NotSignificant"
"ENSG00000224397",-0.405903374165534,7.25067268629558,-1.63587495612892,0.104774804523723,0.347055991317059,-5.13243703296045,0.459600453859293,"SMIM25",FALSE,"NotSignificant"
"ENSG00000196547",-0.36050429450093,6.43261231587219,-1.63584310465161,0.104781483928951,0.347055991317059,-5.14756553296536,0.459600453859293,"MAN2A2",FALSE,"NotSignificant"
"ENSG00000028116",0.347321738865022,4.08293875158135,1.63527517204171,0.10490063963428,0.347339867065181,-4.99657121912093,0.459245366263836,"VRK2",FALSE,"NotSignificant"
"ENSG00000251339",-0.659768326972306,2.71584154601355,-1.63519713730122,0.104917020315005,0.347339867065181,-4.84641083009515,0.459245366263836,"AC017091.1",FALSE,"NotSignificant"
"ENSG00000148303",-0.273584200602835,7.76290120620896,-1.63499443012018,0.10495958126051,0.347398272163525,-5.11840247869047,0.459172345911122,"RPL7A",FALSE,"NotSignificant"
"ENSG00000139163",-0.264275253694186,5.4529724843877,-1.63469367429184,0.105022754366599,0.347524856070439,-5.13281306995742,0.459014127856074,"ETNK1",FALSE,"NotSignificant"
"ENSG00000120948",-0.19081402477519,5.48905583379634,-1.63400078251335,0.105168411234578,0.347924257480127,-5.1412938162843,0.458515290934773,"TARDBP",FALSE,"NotSignificant"
"ENSG00000130703",-0.230563474973691,5.68886521795323,-1.63351432469013,0.105270769496227,0.348127161446174,-5.14912697494229,0.458262091033414,"OSBPL2",FALSE,"NotSignificant"
"ENSG00000214160",-0.38322472852916,2.9112081144386,-1.63347196356133,0.10527968672671,0.348127161446174,-4.86012685554627,0.458262091033414,"ALG3",FALSE,"NotSignificant"
"ENSG00000213654",0.335453695169295,7.90888502982102,1.63323920208037,0.105328695033186,0.348206624960315,-5.1242468261936,0.458162970276881,"GPSM3",FALSE,"NotSignificant"
"ENSG00000103187",0.267805925197136,8.45781969452404,1.63276000598659,0.105429648339127,0.348457735300086,-5.10427457924702,0.457849890274932,"COTL1",FALSE,"NotSignificant"
"ENSG00000123119",0.677796566623823,1.78406199176734,1.63216606411528,0.105554883412173,0.348788961756127,-4.62318646161552,0.457437267788379,"NECAB1",FALSE,"NotSignificant"
"ENSG00000160072",-0.450730021847342,2.9663277689381,-1.63198827382868,0.105592394484118,0.348830230214002,-4.87505396915372,0.45738588541886,"ATAD3B",FALSE,"NotSignificant"
"ENSG00000122678",-0.323676007771297,4.11176193914482,-1.63130528480134,0.105736594605154,0.349148185482494,-5.03265954159311,0.456990210638539,"POLM",FALSE,"NotSignificant"
"ENSG00000124571",-0.341866975051789,3.52961909879158,-1.6312526474414,0.105747714551239,0.349148185482494,-4.9579298307244,0.456990210638539,"XPO5",FALSE,"NotSignificant"
"ENSG00000170270",-0.465516786225551,2.37166240806267,-1.63117663157683,0.105763775001261,0.349148185482494,-4.78456311437446,0.456990210638539,"GON7",FALSE,"NotSignificant"
"ENSG00000090266",-0.30110906543965,5.46920242090559,-1.63041714737161,0.105924344741864,0.349595475863241,-5.13661809069943,0.456434196233124,"NDUFB2",FALSE,"NotSignificant"
"ENSG00000173905",-0.355046173173965,2.8311729654277,-1.63024168393015,0.10596146898999,0.349631403100039,-4.85179093600103,0.456389566939902,"GOLIM4",FALSE,"NotSignificant"
"ENSG00000087074",0.402348485741118,9.54182239625571,1.63012865447725,0.105985389104136,0.349631403100039,-5.06660103040664,0.456389566939902,"PPP1R15A",FALSE,"NotSignificant"
"ENSG00000177738",0.471558973794611,2.26581488400717,1.62995043349834,0.106023114343139,0.349635712486284,-4.70994949257633,0.456384214070805,"AC025171.1",FALSE,"NotSignificant"
"ENSG00000008283",-0.552223792776103,3.00555328831355,-1.62976092360165,0.106063241027611,0.349635712486284,-4.89093890446321,0.456384214070805,"CYB561",FALSE,"NotSignificant"
"ENSG00000123975",0.665383572419988,2.65039880373898,1.6296988406609,0.106076389078303,0.349635712486284,-4.7808569769936,0.456384214070805,"CKS2",FALSE,"NotSignificant"
"ENSG00000140525",0.560306768622656,2.42504512684939,1.62963634332021,0.106089626215047,0.349635712486284,-4.73943228669485,0.456384214070805,"FANCI",FALSE,"NotSignificant"
"ENSG00000258378",0.796878958936156,0.99983988864201,1.62953028007046,0.106112093790221,0.349635712486284,-4.5292572540858,0.456384214070805,"AL139021.2",FALSE,"NotSignificant"
"ENSG00000159176",-0.346297655714939,4.22801254701052,-1.62907909452019,0.106207712017063,0.349868079685699,-5.05149374041188,0.456095678690947,"CSRP1",FALSE,"NotSignificant"
"ENSG00000110851",0.355464100258687,3.3233752230082,1.62887294350974,0.10625142395231,0.349929388452434,-4.90746274526738,0.456019582219137,"PRDM4",FALSE,"NotSignificant"
"ENSG00000101384",0.309020004252144,3.62209705700229,1.62804351651723,0.106427440515986,0.350426298590779,-4.95044274016908,0.455403308599061,"JAG1",FALSE,"NotSignificant"
"ENSG00000117519",-0.611840325226994,2.48729059160242,-1.6277780426339,0.106483827451762,0.350434634367511,-4.81195468470284,0.455392977928119,"CNN3",FALSE,"NotSignificant"
"ENSG00000158417",-0.27298580944116,3.23635653420239,-1.6276979181139,0.106500850701553,0.350434634367511,-4.91679905799774,0.455392977928119,"EIF5B",FALSE,"NotSignificant"
"ENSG00000011275",0.39717512039019,3.92044074375546,1.62759073122718,0.106523627039954,0.350434634367511,-4.98835172534144,0.455392977928119,"RNF216",FALSE,"NotSignificant"
"ENSG00000183032",0.740142465407353,1.93552465260183,1.62746613745126,0.106550107120089,0.350434634367511,-4.6489021380015,0.455392977928119,"SLC25A21",FALSE,"NotSignificant"
"ENSG00000175203",-0.267496685288798,5.87315822574305,-1.62744002708727,0.106555657060747,0.350434634367511,-5.15167096667693,0.455392977928119,"DCTN2",FALSE,"NotSignificant"
"ENSG00000269842",-0.715763843731308,1.18079796378129,-1.62710398159011,0.106627106622571,0.350546223896747,-4.60291855579051,0.455254706771001,"AC011453.1",FALSE,"NotSignificant"
"ENSG00000156502",-0.399795614217597,3.31540155183659,-1.6270439348445,0.106639877738046,0.350546223896747,-4.93167872138697,0.455254706771001,"SUPV3L1",FALSE,"NotSignificant"
"ENSG00000120756",-0.616508379511842,2.48781333638619,-1.62639393037988,0.10677820342079,0.350918183377944,-4.81571791185805,0.454794127549474,"PLS1",FALSE,"NotSignificant"
"ENSG00000076554",-0.541613907843622,3.21056060027408,-1.62624403139427,0.106810123465229,0.350940356169871,-4.9334224410468,0.454766687486718,"TPD52",FALSE,"NotSignificant"
"ENSG00000268104",0.595155194253442,2.82023957408869,1.62581914509553,0.106900641992228,0.351155007072019,-4.81633134939481,0.454501134656935,"SLC6A14",FALSE,"NotSignificant"
"ENSG00000130513",-0.422980388515202,4.56522638043236,-1.62560527504037,0.106946228560157,0.351205873348979,-5.08963209184788,0.454438229833922,"GDF15",FALSE,"NotSignificant"
"ENSG00000165490",0.542190338605058,1.86716249255218,1.62551014039455,0.106966511601733,0.351205873348979,-4.65026126984981,0.454438229833922,"DDIAS",FALSE,"NotSignificant"
"ENSG00000143850",-0.661533652638467,1.61930825509911,-1.62452372446784,0.107177001146098,0.351803885653961,-4.66644755421382,0.453699368094151,"PLEKHA6",FALSE,"NotSignificant"
"ENSG00000183822",0.726557199479345,0.839577246087012,1.62442016800789,0.107199118159244,0.351803885653961,-4.48597353166048,0.453699368094151,"NCF4-AS1",FALSE,"NotSignificant"
"ENSG00000120053",-0.448484623369959,1.8590745521363,-1.623710749413,0.107350730432802,0.352167372592525,-4.70439766495129,0.453250882779325,"GOT1",FALSE,"NotSignificant"
"ENSG00000165309",-0.618427832603433,2.5770039064889,-1.62362820230741,0.107368383036061,0.352167372592525,-4.84169666683655,0.453250882779325,"ARMC3",FALSE,"NotSignificant"
"ENSG00000158373",0.485371838302059,5.83257930035578,1.62354741734589,0.107385661063828,0.352167372592525,-5.14626626409897,0.453250882779325,"H2BC5",FALSE,"NotSignificant"
"ENSG00000162949",-0.558292339749672,2.38520758343741,-1.62305291982199,0.107491471274635,0.352431467789203,-4.79080887962883,0.452925321380662,"CAPN13",FALSE,"NotSignificant"
"ENSG00000131115",-0.513725017259199,1.83067092974192,-1.62274558616798,0.107557275231343,0.352564301434316,-4.70178624634035,0.452761663888562,"ZNF227",FALSE,"NotSignificant"
"ENSG00000175324",0.460830031490004,3.08061279269101,1.62170915285539,0.107779426989438,0.353209447968914,-4.85632347229422,0.451967688033636,"LSM1",FALSE,"NotSignificant"
"ENSG00000064313",-0.257838058446509,4.1788441508835,-1.62145148179925,0.107834713993854,0.353307578798664,-5.05564446972733,0.451847046417018,"TAF2",FALSE,"NotSignificant"
"ENSG00000188343",-0.484501208694698,2.33330162772887,-1.62125240129267,0.10787744514696,0.353364535430868,-4.79629340711199,0.451777039547837,"FAM92A",FALSE,"NotSignificant"
"ENSG00000125107",0.170450824513464,6.46970870274087,1.62106859814247,0.107916909195577,0.35341076605486,-5.17703570528455,0.451720224588736,"CNOT1",FALSE,"NotSignificant"
"ENSG00000160179",-0.48301351844234,4.65229248310955,-1.62074855238874,0.107985653307704,0.353536463330081,-5.11618169001511,0.451565786940988,"ABCG1",FALSE,"NotSignificant"
"ENSG00000100441",0.219131199807788,4.72087329871111,1.62057556693505,0.108022824286073,0.353536463330081,-5.09731063205623,0.451565786940988,"KHNYN",FALSE,"NotSignificant"
"ENSG00000167601",-0.462667445286617,3.36322125791985,-1.6205358022999,0.10803137033112,0.353536463330081,-4.9552088679744,0.451565786940988,"AXL",FALSE,"NotSignificant"
"ENSG00000070961",-0.453953048599456,6.98736355992568,-1.62018438218105,0.108106919628221,0.353593847680445,-5.16370932903261,0.451495300055114,"ATP2B1",FALSE,"NotSignificant"
"ENSG00000146416",-0.288113677172866,3.40113888700909,-1.62006276753478,0.108133074564702,0.353593847680445,-4.95436390286982,0.451495300055114,"AIG1",FALSE,"NotSignificant"
"ENSG00000141560",-0.500268293956881,2.17711448303497,-1.62003848649652,0.108138297150868,0.353593847680445,-4.76881362492589,0.451495300055114,"FN3KRP",FALSE,"NotSignificant"
"ENSG00000204385",-0.637938697756771,4.21185633623622,-1.61998240780539,0.108150359838564,0.353593847680445,-5.07324601705346,0.451495300055114,"SLC44A4",FALSE,"NotSignificant"
"ENSG00000128039",-0.441316921084462,2.37365537384361,-1.61902305775453,0.108356886088402,0.354166279349186,-4.79843103514154,0.450792790943017,"SRD5A3",FALSE,"NotSignificant"
"ENSG00000251131",0.693907505662837,2.20996225429834,1.61886515942051,0.108390908316974,0.354166279349186,-4.7225853068092,0.450792790943017,"AC025171.3",FALSE,"NotSignificant"
"ENSG00000136738",-0.349101968052981,3.097219584384,-1.61881527810359,0.108401657986011,0.354166279349186,-4.91027737938408,0.450792790943017,"STAM",FALSE,"NotSignificant"
"ENSG00000105486",-0.494390369454951,3.11873110569941,-1.6186720244006,0.10843253461904,0.354184153028123,-4.92803842634776,0.450770873994059,"LIG1",FALSE,"NotSignificant"
"ENSG00000143507",0.382235407429832,4.08190585047241,1.61802232799851,0.108572657535274,0.354558776926507,-5.01680612561762,0.450311759412077,"DUSP10",FALSE,"NotSignificant"
"ENSG00000090372",-0.214909420141078,5.89857935202809,-1.61754781772889,0.108675089037396,0.354737528005638,-5.17805688247659,0.450092864689506,"STRN4",FALSE,"NotSignificant"
"ENSG00000204859",-0.310684746920285,4.45209999326861,-1.61732351538213,0.108723535672419,0.354737528005638,-5.09228596589003,0.450092864689506,"ZBTB48",FALSE,"NotSignificant"
"ENSG00000111641",-0.292743287276523,3.71259000212549,-1.61730720392188,0.108727059429103,0.354737528005638,-5.00801332660013,0.450092864689506,"NOP2",FALSE,"NotSignificant"
"ENSG00000248671",-0.577278943272656,2.33683421948802,-1.61729740169294,0.108729177043834,0.354737528005638,-4.80613400124934,0.450092864689506,"AP003498.1",FALSE,"NotSignificant"
"ENSG00000257923",0.264744253303251,6.08161918441178,1.61650705334384,0.108900028053313,0.355073185207886,-5.18044311933934,0.449682123969763,"CUX1",FALSE,"NotSignificant"
"ENSG00000025800",-0.261746831674384,3.72600271945664,-1.61650551205207,0.108900361447321,0.355073185207886,-5.00217106358746,0.449682123969763,"KPNA6",FALSE,"NotSignificant"
"ENSG00000189144",-0.720584386148612,2.16920477976873,-1.61646804047432,0.108908467107734,0.355073185207886,-4.78277833897198,0.449682123969763,"ZNF573",FALSE,"NotSignificant"
"ENSG00000258826",0.642274328021973,1.8810037763028,1.61628419339891,0.108948242979219,0.355119816547414,-4.67818392960383,0.449625092336335,"LINC01147",FALSE,"NotSignificant"
"ENSG00000171222",0.386880175354213,4.41333647468315,1.61559134905656,0.109098246638974,0.355506423724914,-5.07106045102657,0.449152547499395,"SCAND1",FALSE,"NotSignificant"
"ENSG00000185847",0.700599820246933,2.29097067152627,1.61535023852575,0.1091504868898,0.355506423724914,-4.75314893071948,0.449152547499395,"LINC01405",FALSE,"NotSignificant"
"ENSG00000154153",-0.415051258693666,3.11230023856535,-1.61528107704665,0.109165475473568,0.355506423724914,-4.92174498324817,0.449152547499395,"RETREG1",FALSE,"NotSignificant"
"ENSG00000178404",0.583895975908083,3.8758263945049,1.61523273343136,0.109175953417454,0.355506423724914,-5.00388583802273,0.449152547499395,"CEP295NL",FALSE,"NotSignificant"
"ENSG00000164168",-0.241109100991382,3.55208415447706,-1.61500249852827,0.109225865350901,0.355506423724914,-4.9831015941449,0.449152547499395,"TMEM184C",FALSE,"NotSignificant"
"ENSG00000101255",0.418414104284963,3.53921411766891,1.61453403031417,0.109327479650221,0.355506423724914,-4.95815749663659,0.449152547499395,"TRIB3",FALSE,"NotSignificant"
"ENSG00000261373",0.471770849966924,3.82935471691014,1.61452305794207,0.1093298605487,0.355506423724914,-4.98464483774234,0.449152547499395,"VPS9D1-AS1",FALSE,"NotSignificant"
"ENSG00000123636",0.262526401905745,6.45272607734111,1.61451736623015,0.109331095611437,0.355506423724914,-5.18807872128207,0.449152547499395,"BAZ2B",FALSE,"NotSignificant"
"ENSG00000283208",0.654151929419542,1.56814341947539,1.6144914303787,0.109336723656231,0.355506423724914,-4.62039038408478,0.449152547499395,"AC001226.2",FALSE,"NotSignificant"
"ENSG00000138448",-0.309418397170547,4.27447617951656,-1.61448543607898,0.109338024444229,0.355506423724914,-5.06733465916676,0.449152547499395,"ITGAV",FALSE,"NotSignificant"
"ENSG00000158201",0.313743522640822,4.2997313301608,1.61433843674382,0.109369927794721,0.355506423724914,-5.05602329888786,0.449152547499395,"ABHD3",FALSE,"NotSignificant"
"ENSG00000030419",-0.456615712379184,2.64334369951697,-1.61410008273764,0.109421673761422,0.355506423724914,-4.84935291257185,0.449152547499395,"IKZF2",FALSE,"NotSignificant"
"ENSG00000243836",-0.669081917795979,1.95682593947301,-1.61409683461971,0.109422379053964,0.355506423724914,-4.75710078002777,0.449152547499395,"WDR86-AS1",FALSE,"NotSignificant"
"ENSG00000245870",-0.665281235062984,1.75598464160803,-1.61409000384948,0.109423862291343,0.355506423724914,-4.71278122850054,0.449152547499395,"LINC00682",FALSE,"NotSignificant"
"ENSG00000162194",-0.43323447542565,1.7522321101791,-1.61381444711802,0.109483710278319,0.355617988115107,-4.70176650831306,0.449016279362263,"LBHD1",FALSE,"NotSignificant"
"ENSG00000159189",-0.68912660898993,6.63135145375898,-1.61352029053451,0.109547626905372,0.355742712948472,-5.17889866391206,0.448863987262458,"C1QC",FALSE,"NotSignificant"
"ENSG00000144674",0.29019260684523,4.73701335383895,1.61336832643245,0.109580658560011,0.355767107821406,-5.11003422192511,0.44883420676359,"GOLGA4",FALSE,"NotSignificant"
"ENSG00000064703",-0.325066300637717,1.93071387312266,-1.61309390326839,0.109640328733915,0.355877956432948,-4.72999988242696,0.448698911956875,"DDX20",FALSE,"NotSignificant"
"ENSG00000185129",-0.378000900931208,2.3738108458465,-1.61291816396911,0.109678554907496,0.355919165261965,-4.81368031033637,0.448648625810662,"PURA",FALSE,"NotSignificant"
"ENSG00000139174",0.739105182369279,1.70533557853017,1.61190021041148,0.109900186623777,0.3563643878368,-4.66098661898188,0.448105702330791,"PRICKLE1",FALSE,"NotSignificant"
"ENSG00000159166",-0.548829965971715,2.18371315447882,-1.61188300041492,0.109903936715127,0.3563643878368,-4.78073965683754,0.448105702330791,"LAD1",FALSE,"NotSignificant"
"ENSG00000143702",-0.251810897027571,6.20047863102387,-1.61172697234053,0.109937940211266,0.3563643878368,-5.19036015615941,0.448105702330791,"CEP170",FALSE,"NotSignificant"
"ENSG00000183831",-0.598453312514655,1.47254610779956,-1.61169259890576,0.109945432412446,0.3563643878368,-4.66873027913057,0.448105702330791,"ANKRD45",FALSE,"NotSignificant"
"ENSG00000131386",-0.775984795785773,1.93287204953648,-1.61161481604769,0.109962387853105,0.3563643878368,-4.74966208359136,0.448105702330791,"GALNT15",FALSE,"NotSignificant"
"ENSG00000069011",-0.54601668597409,2.476517708555,-1.61158390396775,0.109969126782434,0.3563643878368,-4.82795481631759,0.448105702330791,"PITX1",FALSE,"NotSignificant"
"ENSG00000165480",0.470539972873623,2.46556401145375,1.61145277100328,0.109997717854646,0.356374200467492,-4.77696083056268,0.448093744029578,"SKA3",FALSE,"NotSignificant"
"ENSG00000135372",-0.444338451320745,3.04856130020296,-1.61066084835265,0.110170508271448,0.356851081740767,-4.92450397419043,0.447512982406187,"NAT10",FALSE,"NotSignificant"
"ENSG00000251048",0.926438876623598,1.80608662126011,1.61044806828559,0.110216972012606,0.35685987015199,-4.67343019167684,0.447502286876046,"AC093871.1",FALSE,"NotSignificant"
"ENSG00000135426",0.551071203816357,1.81401504710966,1.61041397960481,0.110224417249442,0.35685987015199,-4.67504606565737,0.447502286876046,"TESPA1",FALSE,"NotSignificant"
"ENSG00000144554",-0.508856932340976,3.87415631009774,-1.61023721653944,0.110263030158229,0.356896004704192,-5.04306823442533,0.447458313755281,"FANCD2",FALSE,"NotSignificant"
"ENSG00000206344",0.637841011232056,3.3417202669214,1.61011989944874,0.110288663405525,0.356896004704192,-4.9254046334175,0.447458313755281,"HCG27",FALSE,"NotSignificant"
"ENSG00000118007",-0.249742520627418,3.88849114601761,-1.61001137560054,0.110312379619135,0.356896004704192,-5.03425286113404,0.447458313755281,"STAG1",FALSE,"NotSignificant"
"ENSG00000162889",0.221800001303807,6.96841742296381,1.60960916781529,0.110400311553142,0.356969641208599,-5.18769758470668,0.447368717266566,"MAPKAPK2",FALSE,"NotSignificant"
"ENSG00000172663",-0.461220737852466,3.2345312615753,-1.60957408690316,0.110407983713614,0.356969641208599,-4.96152124267903,0.447368717266566,"TMEM134",FALSE,"NotSignificant"
"ENSG00000151665",0.46992671609524,3.32920945158313,1.60955591972381,0.110411957025427,0.356969641208599,-4.93059202546592,0.447368717266566,"PIGF",FALSE,"NotSignificant"
"ENSG00000196290",-0.500641537850764,1.91701467357287,-1.60931373243993,0.110464936319692,0.357019150800712,-4.73002862126668,0.447308487349987,"NIF3L1",FALSE,"NotSignificant"
"ENSG00000175003",0.694347597699459,2.90755262929406,1.60925179277696,0.110478489100801,0.357019150800712,-4.85692227669832,0.447308487349987,"SLC22A1",FALSE,"NotSignificant"
"ENSG00000177700",-0.384723254122706,4.42473979340283,-1.60910304301146,0.110511041907713,0.357041584063829,-5.09839623624785,0.447281199356375,"POLR2L",FALSE,"NotSignificant"
"ENSG00000158792",0.382705381715542,4.06233237095354,1.60850816588062,0.110641303241125,0.357379612716526,-5.0392224318828,0.446870226137192,"SPATA2L",FALSE,"NotSignificant"
"ENSG00000261150",-0.446798122547187,1.91440896335955,-1.60828089955746,0.110691100608151,0.357457640393383,-4.73591892726114,0.446775415774464,"EPPK1",FALSE,"NotSignificant"
"ENSG00000273361",-0.77652514800395,3.3500381856452,-1.60787451567236,0.110780189978528,0.357662489228961,-4.96447405995406,0.446526605210578,"AC021016.3",FALSE,"NotSignificant"
